Time [min],Power [kW],Cumulative Energy [kWh],Normalized Load
156,-30.0,45.0,-0.18181818181818182
157,-30.0,45.5,-0.18181818181818182
158,-30.0,46.0,-0.18181818181818182
159,-30.0,46.5,-0.18181818181818182
160,-30.0,47.0,-0.18181818181818182
161,-30.0,47.5,-0.18181818181818182
162,-30.0,48.0,-0.18181818181818182
163,-30.0,48.5,-0.18181818181818182
164,-30.0,49.0,-0.18181818181818182
165,-30.0,49.5,-0.18181818181818182
166,-30.0,50.0,-0.18181818181818182
167,-30.0,50.5,-0.18181818181818182
168,-30.0,51.0,-0.18181818181818182
169,-30.0,51.5,-0.18181818181818182
170,-30.0,52.0,-0.18181818181818182
171,-30.0,52.5,-0.18181818181818182
172,0.0,52.5,0.0
173,0.0,52.5,0.0
174,0.0,52.5,0.0
175,0.0,52.5,0.0
176,0.0,52.5,0.0
177,0.0,52.5,0.0
178,0.0,52.5,0.0
179,0.0,52.5,0.0
180,0.0,52.5,0.0
181,0.0,52.5,0.0
182,0.0,52.5,0.0
183,0.0,52.5,0.0
184,0.0,52.5,0.0
185,0.0,52.5,0.0
186,0.0,52.5,0.0
187,0.0,52.5,0.0
188,0.0,52.5,0.0
189,0.0,52.5,0.0
190,0.0,52.5,0.0
191,0.0,52.5,0.0
192,0.0,52.5,0.0
193,0.0,52.5,0.0
194,0.0,52.5,0.0
195,0.0,52.5,0.0
196,0.0,52.5,0.0
197,0.0,52.5,0.0
198,0.0,52.5,0.0
199,0.0,52.5,0.0
200,0.0,52.5,0.0
201,0.0,52.5,0.0
202,0.0,52.5,0.0
203,0.0,52.5,0.0
204,0.0,52.5,0.0
205,0.0,52.5,0.0
206,0.0,52.5,0.0
207,0.0,52.5,0.0
208,0.0,52.5,0.0
209,0.0,52.5,0.0
210,0.0,52.5,0.0
211,0.0,52.5,0.0
212,0.0,52.5,0.0
213,0.0,52.5,0.0
214,0.0,52.5,0.0
215,-30.0,53.0,-0.18181818181818182
216,-30.0,53.5,-0.18181818181818182
217,-30.0,54.0,-0.18181818181818182
218,-30.0,54.5,-0.18181818181818182
219,-30.0,55.0,-0.18181818181818182
220,-30.0,55.5,-0.18181818181818182
221,-30.0,56.0,-0.18181818181818182
222,-30.0,56.5,-0.18181818181818182
223,-30.0,57.0,-0.18181818181818182
224,-30.0,57.5,-0.18181818181818182
225,-75.0,58.75,-0.45454545454545453
226,-75.0,60.0,-0.45454545454545453
227,-75.0,61.25,-0.45454545454545453
228,-75.0,62.5,-0.45454545454545453
229,-75.0,63.75,-0.45454545454545453
230,-165.0,66.5,-1.0
231,-165.0,69.25,-1.0
232,-165.0,72.0,-1.0
233,-165.0,74.75,-1.0
234,-165.0,77.5,-1.0
235,-165.0,80.25,-1.0
236,-165.0,83.0,-1.0
237,-165.0,85.75,-1.0
238,-165.0,88.5,-1.0
239,-165.0,91.25,-1.0
240,-165.0,94.0,-1.0
241,-165.0,96.75,-1.0
242,-165.0,99.5,-1.0
243,-165.0,102.25,-1.0
244,-165.0,105.0,-1.0
245,-165.0,107.75,-1.0
246,-165.0,110.5,-1.0
247,-165.0,113.25,-1.0
248,-165.0,116.0,-1.0
249,-165.0,118.75,-1.0
250,-165.0,121.5,-1.0
251,-165.0,124.25,-1.0
252,-165.0,127.0,-1.0
253,-165.0,129.75,-1.0
254,-165.0,132.5,-1.0
255,-165.0,135.25,-1.0
256,-165.0,138.0,-1.0
257,-165.0,140.75,-1.0
258,-165.0,143.5,-1.0
259,-165.0,146.25,-1.0
260,-165.0,149.0,-1.0
261,-165.0,151.75,-1.0
262,-165.0,154.5,-1.0
263,-165.0,157.25,-1.0
264,-165.0,160.0,-1.0
265,-165.0,162.75,-1.0
266,-165.0,165.5,-1.0
267,-165.0,168.25,-1.0
268,-165.0,171.0,-1.0
269,-165.0,173.75,-1.0
270,-165.0,176.5,-1.0
271,-165.0,179.25,-1.0
272,-165.0,182.0,-1.0
273,-165.0,184.75,-1.0
274,-165.0,187.5,-1.0
275,-165.0,190.25,-1.0
276,-165.0,193.0,-1.0
277,-165.0,195.75,-1.0
278,-165.0,198.5,-1.0
279,-165.0,201.25,-1.0
280,-165.0,204.0,-1.0
281,-165.0,206.75,-1.0
282,-165.0,209.5,-1.0
283,-165.0,212.25,-1.0
284,-165.0,215.0,-1.0
285,-165.0,217.75,-1.0
286,-165.0,220.5,-1.0
287,-165.0,223.25,-1.0
288,-165.0,226.0,-1.0
289,-165.0,228.75,-1.0
290,-75.0,230.0,-0.45454545454545453
291,-75.0,231.25,-0.45454545454545453
292,-75.0,232.5,-0.45454545454545453
293,-75.0,233.75,-0.45454545454545453
294,-75.0,235.0,-0.45454545454545453
295,-75.0,236.25,-0.45454545454545453
296,-75.0,237.5,-0.45454545454545453
297,-75.0,238.75,-0.45454545454545453
298,-75.0,240.0,-0.45454545454545453
299,-75.0,241.25,-0.45454545454545453
300,-30.0,241.75,-0.18181818181818182
301,-30.0,242.25,-0.18181818181818182
302,-30.0,242.75,-0.18181818181818182
303,-30.0,243.25,-0.18181818181818182
304,-30.0,243.75,-0.18181818181818182
305,-30.0,244.25,-0.18181818181818182
306,-30.0,244.75,-0.18181818181818182
307,-30.0,245.25,-0.18181818181818182
308,-30.0,245.75,-0.18181818181818182
309,-30.0,246.25,-0.18181818181818182
310,-30.0,246.75,-0.18181818181818182
311,-30.0,247.25,-0.18181818181818182
312,-30.0,247.75,-0.18181818181818182
313,-30.0,248.25,-0.18181818181818182
314,-30.0,248.75,-0.18181818181818182
315,-30.0,249.25,-0.18181818181818182
316,-30.0,249.75,-0.18181818181818182
317,-30.0,250.25,-0.18181818181818182
318,-30.0,250.75,-0.18181818181818182
319,-30.0,251.25,-0.18181818181818182
320,-30.0,251.75,-0.18181818181818182
321,-30.0,252.25,-0.18181818181818182
322,-30.0,252.75,-0.18181818181818182
323,-30.0,253.25,-0.18181818181818182
324,-30.0,253.75,-0.18181818181818182
325,-30.0,254.25,-0.18181818181818182
326,-30.0,254.75,-0.18181818181818182
327,-30.0,255.25,-0.18181818181818182
328,-30.0,255.75,-0.18181818181818182
329,-30.0,256.25,-0.18181818181818182
330,0.0,256.25,0.0
331,0.0,256.25,0.0
332,0.0,256.25,0.0
333,0.0,256.25,0.0
334,0.0,256.25,0.0
335,0.0,256.25,0.0
336,0.0,256.25,0.0
337,0.0,256.25,0.0
338,0.0,256.25,0.0
339,0.0,256.25,0.0
340,0.0,256.25,0.0
341,0.0,256.25,0.0
342,0.0,256.25,0.0
343,0.0,256.25,0.0
344,0.0,256.25,0.0
345,0.0,256.25,0.0
346,0.0,256.25,0.0
347,0.0,256.25,0.0
348,0.0,256.25,0.0
349,0.0,256.25,0.0
350,0.0,256.25,0.0
351,0.0,256.25,0.0
352,0.0,256.25,0.0
353,0.0,256.25,0.0
354,0.0,256.25,0.0
355,0.0,256.25,0.0
356,0.0,256.25,0.0
357,0.0,256.25,0.0
358,0.0,256.25,0.0
359,0.0,256.25,0.0
360,0.0,256.25,0.0
361,0.0,256.25,0.0
362,0.0,256.25,0.0
363,0.0,256.25,0.0
364,0.0,256.25,0.0
365,0.0,256.25,0.0
366,0.0,256.25,0.0
367,0.0,256.25,0.0
368,0.0,256.25,0.0
369,0.0,256.25,0.0
370,0.0,256.25,0.0
371,0.0,256.25,0.0
372,0.0,256.25,0.0
373,0.0,256.25,0.0
374,0.0,256.25,0.0
375,0.0,256.25,0.0
376,0.0,256.25,0.0
377,0.0,256.25,0.0
378,0.0,256.25,0.0
379,0.0,256.25,0.0
380,0.0,256.25,0.0
381,0.0,256.25,0.0
382,0.0,256.25,0.0
383,0.0,256.25,0.0
384,0.0,256.25,0.0
385,0.0,256.25,0.0
386,0.0,256.25,0.0
387,0.0,256.25,0.0
388,0.0,256.25,0.0
389,0.0,256.25,0.0
390,0.0,256.25,0.0
391,0.0,256.25,0.0
392,0.0,256.25,0.0
393,0.0,256.25,0.0
394,0.0,256.25,0.0
395,0.0,256.25,0.0
396,0.0,256.25,0.0
397,0.0,256.25,0.0
398,0.0,256.25,0.0
399,0.0,256.25,0.0
400,0.0,256.25,0.0
401,0.0,256.25,0.0
402,0.0,256.25,0.0
403,0.0,256.25,0.0
404,0.0,256.25,0.0
405,0.0,256.25,0.0
406,0.0,256.25,0.0
407,0.0,256.25,0.0
408,0.0,256.25,0.0
409,0.0,256.25,0.0
410,0.0,256.25,0.0
411,0.0,256.25,0.0
412,0.0,256.25,0.0
413,0.0,256.25,0.0
414,0.0,256.25,0.0
415,0.0,256.25,0.0
416,0.0,256.25,0.0
417,0.0,256.25,0.0
418,0.0,256.25,0.0
419,0.0,256.25,0.0
420,0.0,256.25,0.0
421,0.0,256.25,0.0
422,0.0,256.25,0.0
423,0.0,256.25,0.0
424,0.0,256.25,0.0
425,0.0,256.25,0.0
426,0.0,256.25,0.0
427,0.0,256.25,0.0
428,0.0,256.25,0.0
429,0.0,256.25,0.0
430,0.0,256.25,0.0
431,0.0,256.25,0.0
432,0.0,256.25,0.0
433,0.0,256.25,0.0
434,0.0,256.25,0.0
435,0.0,256.25,0.0
436,0.0,256.25,0.0
437,0.0,256.25,0.0
438,0.0,256.25,0.0
439,0.0,256.25,0.0
440,0.0,256.25,0.0
441,0.0,256.25,0.0
442,0.0,256.25,0.0
443,0.0,256.25,0.0
444,0.0,256.25,0.0
445,0.0,256.25,0.0
446,0.0,256.25,0.0
447,0.0,256.25,0.0
448,0.0,256.25,0.0
449,0.0,256.25,0.0
450,0.0,256.25,0.0
451,0.0,256.25,0.0
452,0.0,256.25,0.0
453,0.0,256.25,0.0
454,0.0,256.25,0.0
455,0.0,256.25,0.0
456,0.0,256.25,0.0
457,0.0,256.25,0.0
458,0.0,256.25,0.0
459,0.0,256.25,0.0
460,0.0,256.25,0.0
461,0.0,256.25,0.0
462,0.0,256.25,0.0
463,0.0,256.25,0.0
464,0.0,256.25,0.0
465,0.0,256.25,0.0
466,0.0,256.25,0.0
467,0.0,256.25,0.0
468,0.0,256.25,0.0
469,0.0,256.25,0.0
470,0.0,256.25,0.0
471,0.0,256.25,0.0
472,0.0,256.25,0.0
473,0.0,256.25,0.0
474,0.0,256.25,0.0
475,0.0,256.25,0.0
476,0.0,256.25,0.0
477,0.0,256.25,0.0
478,0.0,256.25,0.0
479,0.0,256.25,0.0
480,0.0,256.25,0.0
481,0.0,256.25,0.0
482,0.0,256.25,0.0
483,0.0,256.25,0.0
484,0.0,256.25,0.0
485,0.0,256.25,0.0
486,0.0,256.25,0.0
487,-30.0,256.75,-0.18181818181818182
488,-30.0,257.25,-0.18181818181818182
489,-30.0,257.75,-0.18181818181818182
490,-30.0,258.25,-0.18181818181818182
491,-30.0,258.75,-0.18181818181818182
492,-30.0,259.25,-0.18181818181818182
493,-30.0,259.75,-0.18181818181818182
494,-30.0,260.25,-0.18181818181818182
495,-30.0,260.75,-0.18181818181818182
496,-30.0,261.25,-0.18181818181818182
497,-30.0,261.75,-0.18181818181818182
498,-30.0,262.25,-0.18181818181818182
499,-30.0,262.75,-0.18181818181818182
500,-30.0,263.25,-0.18181818181818182
501,-30.0,263.75,-0.18181818181818182
502,-30.0,264.25,-0.18181818181818182
503,-30.0,264.75,-0.18181818181818182
504,-30.0,265.25,-0.18181818181818182
505,-30.0,265.75,-0.18181818181818182
506,-30.0,266.25,-0.18181818181818182
507,-30.0,266.75,-0.18181818181818182
508,-30.0,267.25,-0.18181818181818182
509,-30.0,267.75,-0.18181818181818182
510,-30.0,268.25,-0.18181818181818182
511,-30.0,268.75,-0.18181818181818182
512,0.0,268.75,0.0
513,0.0,268.75,0.0
514,0.0,268.75,0.0
515,0.0,268.75,0.0
516,0.0,268.75,0.0
517,0.0,268.75,0.0
518,0.0,268.75,0.0
519,0.0,268.75,0.0
520,0.0,268.75,0.0
521,0.0,268.75,0.0
522,0.0,268.75,0.0
523,0.0,268.75,0.0
524,0.0,268.75,0.0
525,0.0,268.75,0.0
526,0.0,268.75,0.0
527,0.0,268.75,0.0
528,0.0,268.75,0.0
529,0.0,268.75,0.0
530,0.0,268.75,0.0
531,0.0,268.75,0.0
532,0.0,268.75,0.0
533,0.0,268.75,0.0
534,0.0,268.75,0.0
535,0.0,268.75,0.0
536,0.0,268.75,0.0
537,0.0,268.75,0.0
538,0.0,268.75,0.0
539,0.0,268.75,0.0
540,0.0,268.75,0.0
541,0.0,268.75,0.0
542,0.0,268.75,0.0
543,0.0,268.75,0.0
544,0.0,268.75,0.0
545,0.0,268.75,0.0
546,0.0,268.75,0.0
547,0.0,268.75,0.0
548,0.0,268.75,0.0
549,0.0,268.75,0.0
550,50.0,267.9166666666667,0.30303030303030304
551,50.0,267.08333333333337,0.30303030303030304
552,50.0,266.25000000000006,0.30303030303030304
553,50.0,265.41666666666674,0.30303030303030304
554,50.0,264.5833333333334,0.30303030303030304
555,50.0,263.7500000000001,0.30303030303030304
556,50.0,262.9166666666668,0.30303030303030304
557,50.0,262.0833333333335,0.30303030303030304
558,50.0,261.25000000000017,0.30303030303030304
559,50.0,260.41666666666686,0.30303030303030304
560,50.0,259.58333333333354,0.30303030303030304
561,50.0,258.7500000000002,0.30303030303030304
562,50.0,257.9166666666669,0.30303030303030304
563,50.0,257.0833333333336,0.30303030303030304
564,50.0,256.2500000000003,0.30303030303030304
565,50.0,255.41666666666694,0.30303030303030304
566,50.0,254.5833333333336,0.30303030303030304
567,50.0,253.75000000000026,0.30303030303030304
568,50.0,252.9166666666669,0.30303030303030304
569,50.0,252.08333333333357,0.30303030303030304
570,95.0,250.50000000000023,0.5757575757575758
571,95.0,248.91666666666688,0.5757575757575758
572,95.0,247.33333333333354,0.5757575757575758
573,95.0,245.7500000000002,0.5757575757575758
574,95.0,244.16666666666686,0.5757575757575758
575,95.0,242.5833333333335,0.5757575757575758
576,95.0,241.00000000000017,0.5757575757575758
577,95.0,239.41666666666683,0.5757575757575758
578,95.0,237.83333333333348,0.5757575757575758
579,95.0,236.25000000000014,0.5757575757575758
580,95.0,234.6666666666668,0.5757575757575758
581,95.0,233.08333333333346,0.5757575757575758
582,95.0,231.5000000000001,0.5757575757575758
583,95.0,229.91666666666677,0.5757575757575758
584,95.0,228.33333333333343,0.5757575757575758
585,95.0,226.75000000000009,0.5757575757575758
586,95.0,225.16666666666674,0.5757575757575758
587,95.0,223.5833333333334,0.5757575757575758
588,95.0,222.00000000000006,0.5757575757575758
589,95.0,220.4166666666667,0.5757575757575758
590,95.0,218.83333333333337,0.5757575757575758
591,95.0,217.25000000000003,0.5757575757575758
592,95.0,215.66666666666669,0.5757575757575758
593,95.0,214.08333333333334,0.5757575757575758
594,95.0,212.5,0.5757575757575758
595,95.0,210.91666666666666,0.5757575757575758
596,95.0,209.33333333333331,0.5757575757575758
597,95.0,207.74999999999997,0.5757575757575758
598,95.0,206.16666666666663,0.5757575757575758
599,95.0,204.5833333333333,0.5757575757575758
600,95.0,202.99999999999994,0.5757575757575758
601,95.0,201.4166666666666,0.5757575757575758
602,95.0,199.83333333333326,0.5757575757575758
603,95.0,198.24999999999991,0.5757575757575758
604,95.0,196.66666666666657,0.5757575757575758
605,95.0,195.08333333333323,0.5757575757575758
606,95.0,193.4999999999999,0.5757575757575758
607,95.0,191.91666666666654,0.5757575757575758
608,95.0,190.3333333333332,0.5757575757575758
609,95.0,188.74999999999986,0.5757575757575758
610,95.0,187.16666666666652,0.5757575757575758
611,95.0,185.58333333333317,0.5757575757575758
612,95.0,183.99999999999983,0.5757575757575758
613,95.0,182.4166666666665,0.5757575757575758
614,95.0,180.83333333333314,0.5757575757575758
615,95.0,179.2499999999998,0.5757575757575758
616,95.0,177.66666666666646,0.5757575757575758
617,95.0,176.08333333333312,0.5757575757575758
618,50.0,175.24999999999977,0.30303030303030304
619,50.0,174.41666666666643,0.30303030303030304
620,50.0,173.5833333333331,0.30303030303030304
621,50.0,172.74999999999974,0.30303030303030304
622,50.0,171.9166666666664,0.30303030303030304
623,50.0,171.08333333333306,0.30303030303030304
624,50.0,170.24999999999972,0.30303030303030304
625,50.0,169.41666666666637,0.30303030303030304
626,50.0,168.58333333333303,0.30303030303030304
627,50.0,167.7499999999997,0.30303030303030304
628,50.0,166.91666666666634,0.30303030303030304
629,50.0,166.083333333333,0.30303030303030304
630,50.0,165.24999999999966,0.30303030303030304
631,50.0,164.41666666666632,0.30303030303030304
632,50.0,163.58333333333297,0.30303030303030304
633,50.0,162.74999999999963,0.30303030303030304
634,50.0,161.9166666666663,0.30303030303030304
635,0.0,161.9166666666663,0.0
636,0.0,161.9166666666663,0.0
637,0.0,161.9166666666663,0.0
638,0.0,161.9166666666663,0.0
639,0.0,161.9166666666663,0.0
640,0.0,161.9166666666663,0.0
641,0.0,161.9166666666663,0.0
642,0.0,161.9166666666663,0.0
643,0.0,161.9166666666663,0.0
644,0.0,161.9166666666663,0.0
645,-30.0,162.4166666666663,-0.18181818181818182
646,-30.0,162.9166666666663,-0.18181818181818182
647,-30.0,163.4166666666663,-0.18181818181818182
648,-30.0,163.9166666666663,-0.18181818181818182
649,-30.0,164.4166666666663,-0.18181818181818182
650,-30.0,164.9166666666663,-0.18181818181818182
651,-30.0,165.4166666666663,-0.18181818181818182
652,-30.0,165.9166666666663,-0.18181818181818182
653,-30.0,166.4166666666663,-0.18181818181818182
654,-30.0,166.9166666666663,-0.18181818181818182
655,-30.0,167.4166666666663,-0.18181818181818182
656,-30.0,167.9166666666663,-0.18181818181818182
657,-30.0,168.4166666666663,-0.18181818181818182
658,-30.0,168.9166666666663,-0.18181818181818182
659,-30.0,169.4166666666663,-0.18181818181818182
660,-30.0,169.9166666666663,-0.18181818181818182
661,-30.0,170.4166666666663,-0.18181818181818182
662,-30.0,170.9166666666663,-0.18181818181818182
663,-30.0,171.4166666666663,-0.18181818181818182
664,-30.0,171.9166666666663,-0.18181818181818182
665,-75.0,173.1666666666663,-0.45454545454545453
666,-75.0,174.4166666666663,-0.45454545454545453
667,-75.0,175.6666666666663,-0.45454545454545453
668,-75.0,176.9166666666663,-0.45454545454545453
669,-75.0,178.1666666666663,-0.45454545454545453
670,-75.0,179.4166666666663,-0.45454545454545453
671,-75.0,180.6666666666663,-0.45454545454545453
672,-75.0,181.9166666666663,-0.45454545454545453
673,-75.0,183.1666666666663,-0.45454545454545453
674,-75.0,184.4166666666663,-0.45454545454545453
675,-75.0,185.6666666666663,-0.45454545454545453
676,-75.0,186.9166666666663,-0.45454545454545453
677,-75.0,188.1666666666663,-0.45454545454545453
678,-75.0,189.4166666666663,-0.45454545454545453
679,-75.0,190.6666666666663,-0.45454545454545453
680,-75.0,191.9166666666663,-0.45454545454545453
681,-75.0,193.1666666666663,-0.45454545454545453
682,-75.0,194.4166666666663,-0.45454545454545453
683,-75.0,195.6666666666663,-0.45454545454545453
684,-75.0,196.9166666666663,-0.45454545454545453
685,-75.0,198.1666666666663,-0.45454545454545453
686,-75.0,199.4166666666663,-0.45454545454545453
687,-75.0,200.6666666666663,-0.45454545454545453
688,-75.0,201.9166666666663,-0.45454545454545453
689,-75.0,203.1666666666663,-0.45454545454545453
690,-75.0,204.4166666666663,-0.45454545454545453
691,-75.0,205.6666666666663,-0.45454545454545453
692,-75.0,206.9166666666663,-0.45454545454545453
693,-75.0,208.1666666666663,-0.45454545454545453
694,-75.0,209.4166666666663,-0.45454545454545453
695,-75.0,210.6666666666663,-0.45454545454545453
696,-75.0,211.9166666666663,-0.45454545454545453
697,-75.0,213.1666666666663,-0.45454545454545453
698,-75.0,214.4166666666663,-0.45454545454545453
699,-75.0,215.6666666666663,-0.45454545454545453
700,-75.0,216.9166666666663,-0.45454545454545453
701,-75.0,218.1666666666663,-0.45454545454545453
702,-75.0,219.4166666666663,-0.45454545454545453
703,-75.0,220.6666666666663,-0.45454545454545453
704,-75.0,221.9166666666663,-0.45454545454545453
705,-75.0,223.1666666666663,-0.45454545454545453
706,-75.0,224.4166666666663,-0.45454545454545453
707,-75.0,225.6666666666663,-0.45454545454545453
708,-75.0,226.9166666666663,-0.45454545454545453
709,-75.0,228.1666666666663,-0.45454545454545453
710,-30.0,228.6666666666663,-0.18181818181818182
711,-30.0,229.1666666666663,-0.18181818181818182
712,-30.0,229.6666666666663,-0.18181818181818182
713,-30.0,230.1666666666663,-0.18181818181818182
714,-30.0,230.6666666666663,-0.18181818181818182
715,-30.0,231.1666666666663,-0.18181818181818182
716,-30.0,231.6666666666663,-0.18181818181818182
717,-30.0,232.1666666666663,-0.18181818181818182
718,-30.0,232.6666666666663,-0.18181818181818182
719,-30.0,233.1666666666663,-0.18181818181818182
720,-30.0,233.6666666666663,-0.18181818181818182
721,-30.0,234.1666666666663,-0.18181818181818182
722,-30.0,234.6666666666663,-0.18181818181818182
723,-30.0,235.1666666666663,-0.18181818181818182
724,-30.0,235.6666666666663,-0.18181818181818182
725,-30.0,236.1666666666663,-0.18181818181818182
726,-30.0,236.6666666666663,-0.18181818181818182
727,-30.0,237.1666666666663,-0.18181818181818182
728,-30.0,237.6666666666663,-0.18181818181818182
729,-30.0,238.1666666666663,-0.18181818181818182
730,-30.0,238.6666666666663,-0.18181818181818182
731,-30.0,239.1666666666663,-0.18181818181818182
732,-30.0,239.6666666666663,-0.18181818181818182
733,-30.0,240.1666666666663,-0.18181818181818182
734,-30.0,240.6666666666663,-0.18181818181818182
735,-30.0,241.1666666666663,-0.18181818181818182
736,-30.0,241.6666666666663,-0.18181818181818182
737,-30.0,242.1666666666663,-0.18181818181818182
738,-30.0,242.6666666666663,-0.18181818181818182
739,-30.0,243.1666666666663,-0.18181818181818182
740,-30.0,243.6666666666663,-0.18181818181818182
741,-30.0,244.1666666666663,-0.18181818181818182
742,-30.0,244.6666666666663,-0.18181818181818182
743,-30.0,245.1666666666663,-0.18181818181818182
744,-30.0,245.6666666666663,-0.18181818181818182
745,-30.0,246.1666666666663,-0.18181818181818182
746,-30.0,246.6666666666663,-0.18181818181818182
747,-30.0,247.1666666666663,-0.18181818181818182
748,-30.0,247.6666666666663,-0.18181818181818182
749,-30.0,248.1666666666663,-0.18181818181818182
750,-30.0,248.6666666666663,-0.18181818181818182
751,-30.0,249.1666666666663,-0.18181818181818182
752,-30.0,249.6666666666663,-0.18181818181818182
753,-30.0,250.1666666666663,-0.18181818181818182
754,-30.0,250.6666666666663,-0.18181818181818182
755,0.0,250.6666666666663,0.0
756,0.0,250.6666666666663,0.0
757,0.0,250.6666666666663,0.0
758,0.0,250.6666666666663,0.0
759,0.0,250.6666666666663,0.0
760,0.0,250.6666666666663,0.0
761,0.0,250.6666666666663,0.0
762,0.0,250.6666666666663,0.0
763,0.0,250.6666666666663,0.0
764,0.0,250.6666666666663,0.0
765,0.0,250.6666666666663,0.0
766,0.0,250.6666666666663,0.0
767,0.0,250.6666666666663,0.0
768,0.0,250.6666666666663,0.0
769,0.0,250.6666666666663,0.0
770,0.0,250.6666666666663,0.0
771,0.0,250.6666666666663,0.0
772,0.0,250.6666666666663,0.0
773,0.0,250.6666666666663,0.0
774,0.0,250.6666666666663,0.0
775,0.0,250.6666666666663,0.0
776,0.0,250.6666666666663,0.0
777,0.0,250.6666666666663,0.0
778,0.0,250.6666666666663,0.0
779,0.0,250.6666666666663,0.0
780,0.0,250.6666666666663,0.0
781,0.0,250.6666666666663,0.0
782,0.0,250.6666666666663,0.0
783,0.0,250.6666666666663,0.0
784,0.0,250.6666666666663,0.0
785,0.0,250.6666666666663,0.0
786,0.0,250.6666666666663,0.0
787,0.0,250.6666666666663,0.0
788,0.0,250.6666666666663,0.0
789,0.0,250.6666666666663,0.0
790,0.0,250.6666666666663,0.0
791,0.0,250.6666666666663,0.0
792,0.0,250.6666666666663,0.0
793,0.0,250.6666666666663,0.0
794,0.0,250.6666666666663,0.0
795,0.0,250.6666666666663,0.0
796,0.0,250.6666666666663,0.0
797,0.0,250.6666666666663,0.0
798,0.0,250.6666666666663,0.0
799,0.0,250.6666666666663,0.0
800,0.0,250.6666666666663,0.0
801,0.0,250.6666666666663,0.0
802,0.0,250.6666666666663,0.0
803,0.0,250.6666666666663,0.0
804,0.0,250.6666666666663,0.0
805,0.0,250.6666666666663,0.0
806,0.0,250.6666666666663,0.0
807,0.0,250.6666666666663,0.0
808,0.0,250.6666666666663,0.0
809,0.0,250.6666666666663,0.0
810,0.0,250.6666666666663,0.0
811,0.0,250.6666666666663,0.0
812,0.0,250.6666666666663,0.0
813,0.0,250.6666666666663,0.0
814,0.0,250.6666666666663,0.0
815,0.0,250.6666666666663,0.0
816,0.0,250.6666666666663,0.0
817,0.0,250.6666666666663,0.0
818,0.0,250.6666666666663,0.0
819,0.0,250.6666666666663,0.0
820,0.0,250.6666666666663,0.0
821,0.0,250.6666666666663,0.0
822,0.0,250.6666666666663,0.0
823,0.0,250.6666666666663,0.0
824,0.0,250.6666666666663,0.0
825,0.0,250.6666666666663,0.0
826,0.0,250.6666666666663,0.0
827,0.0,250.6666666666663,0.0
828,0.0,250.6666666666663,0.0
829,0.0,250.6666666666663,0.0
830,0.0,250.6666666666663,0.0
831,0.0,250.6666666666663,0.0
832,0.0,250.6666666666663,0.0
833,0.0,250.6666666666663,0.0
834,0.0,250.6666666666663,0.0
835,0.0,250.6666666666663,0.0
836,0.0,250.6666666666663,0.0
837,0.0,250.6666666666663,0.0
838,0.0,250.6666666666663,0.0
839,0.0,250.6666666666663,0.0
840,0.0,250.6666666666663,0.0
841,0.0,250.6666666666663,0.0
842,0.0,250.6666666666663,0.0
843,0.0,250.6666666666663,0.0
844,0.0,250.6666666666663,0.0
845,0.0,250.6666666666663,0.0
846,0.0,250.6666666666663,0.0
847,0.0,250.6666666666663,0.0
848,0.0,250.6666666666663,0.0
849,0.0,250.6666666666663,0.0
850,0.0,250.6666666666663,0.0
851,0.0,250.6666666666663,0.0
852,0.0,250.6666666666663,0.0
853,0.0,250.6666666666663,0.0
854,0.0,250.6666666666663,0.0
855,0.0,250.6666666666663,0.0
856,0.0,250.6666666666663,0.0
857,0.0,250.6666666666663,0.0
858,0.0,250.6666666666663,0.0
859,0.0,250.6666666666663,0.0
860,0.0,250.6666666666663,0.0
861,0.0,250.6666666666663,0.0
862,0.0,250.6666666666663,0.0
863,0.0,250.6666666666663,0.0
864,0.0,250.6666666666663,0.0
865,0.0,250.6666666666663,0.0
866,0.0,250.6666666666663,0.0
867,0.0,250.6666666666663,0.0
868,0.0,250.6666666666663,0.0
869,0.0,250.6666666666663,0.0
870,0.0,250.6666666666663,0.0
871,0.0,250.6666666666663,0.0
872,0.0,250.6666666666663,0.0
873,0.0,250.6666666666663,0.0
874,0.0,250.6666666666663,0.0
875,0.0,250.6666666666663,0.0
876,0.0,250.6666666666663,0.0
877,0.0,250.6666666666663,0.0
878,0.0,250.6666666666663,0.0
879,0.0,250.6666666666663,0.0
880,0.0,250.6666666666663,0.0
881,0.0,250.6666666666663,0.0
882,0.0,250.6666666666663,0.0
883,0.0,250.6666666666663,0.0
884,0.0,250.6666666666663,0.0
885,0.0,250.6666666666663,0.0
886,0.0,250.6666666666663,0.0
887,0.0,250.6666666666663,0.0
888,0.0,250.6666666666663,0.0
889,0.0,250.6666666666663,0.0
890,0.0,250.6666666666663,0.0
891,0.0,250.6666666666663,0.0
892,50.0,249.83333333333294,0.30303030303030304
893,50.0,248.9999999999996,0.30303030303030304
894,50.0,248.16666666666626,0.30303030303030304
895,50.0,247.33333333333292,0.30303030303030304
896,50.0,246.49999999999957,0.30303030303030304
897,50.0,245.66666666666623,0.30303030303030304
898,50.0,244.8333333333329,0.30303030303030304
899,50.0,243.99999999999955,0.30303030303030304
900,50.0,243.1666666666662,0.30303030303030304
901,50.0,242.33333333333286,0.30303030303030304
902,50.0,241.49999999999952,0.30303030303030304
903,50.0,240.66666666666617,0.30303030303030304
904,50.0,239.83333333333283,0.30303030303030304
