Time [min],Power [kW],Cumulative Energy [kWh],Normalized Load
1395,30.0,6.4166666666652645,0.18181818181818182
1396,30.0,5.9166666666652645,0.18181818181818182
1397,30.0,5.4166666666652645,0.18181818181818182
1398,30.0,4.9166666666652645,0.18181818181818182
1399,30.0,4.4166666666652645,0.18181818181818182
1400,30.0,3.9166666666652645,0.18181818181818182
1401,30.0,3.4166666666652645,0.18181818181818182
1402,30.0,2.9166666666652645,0.18181818181818182
1403,30.0,2.4166666666652645,0.18181818181818182
1404,30.0,1.9166666666652645,0.18181818181818182
1405,30.0,1.4166666666652645,0.18181818181818182
1406,30.0,0.9166666666652645,0.18181818181818182
1407,30.0,0.41666666666526453,0.18181818181818182
1408,0.0,0.41666666666526453,0.0
1409,0.0,0.41666666666526453,0.0
1410,0.0,0.41666666666526453,0.0
1411,0.0,0.41666666666526453,0.0
1412,0.0,0.41666666666526453,0.0
1413,0.0,0.41666666666526453,0.0
1414,0.0,0.41666666666526453,0.0
1415,0.0,0.41666666666526453,0.0
1416,0.0,0.41666666666526453,0.0
1417,0.0,0.41666666666526453,0.0
1418,0.0,0.41666666666526453,0.0
1419,0.0,0.41666666666526453,0.0
1420,0.0,0.41666666666526453,0.0
1421,0.0,0.41666666666526453,0.0
1422,0.0,0.41666666666526453,0.0
1423,0.0,0.41666666666526453,0.0
1424,0.0,0.41666666666526453,0.0
1425,0.0,0.41666666666526453,0.0
1426,0.0,0.41666666666526453,0.0
1427,0.0,0.41666666666526453,0.0
1428,0.0,0.41666666666526453,0.0
1429,0.0,0.41666666666526453,0.0
1430,0.0,0.41666666666526453,0.0
1431,0.0,0.41666666666526453,0.0
1432,0.0,0.41666666666526453,0.0
1433,0.0,0.41666666666526453,0.0
1434,0.0,0.41666666666526453,0.0
1435,0.0,0.41666666666526453,0.0
1436,0.0,0.41666666666526453,0.0
1437,0.0,0.41666666666526453,0.0
1438,0.0,0.41666666666526453,0.0
1439,0.0,0.41666666666526453,0.0
1440,0.0,0.41666666666526453,0.0
